Group,ANS,INA,IOB,MT,NAW,NBC,NO,PBD,PZT,SPS,ZS
EurAm,2,4,2,1,2,3,0,0,2,1,1
EurAm,2,5,2,0,1,3,1,0,3,1,1
EurAm,3,5,1,0,2,3,1,0,1,2,1
EurAm,1,4,1,1,2,2,0,1,1,0,1
EurAm,1,4,2,1,2,3,0,0,1,1,1
EurAm,3,4,2,1,1,2,0,1,3,2,1
EurAm,1,3,1,1,2,3,0,0,1,2,1
EurAm,3,5,3,0,2,2,1,0,2,1,1
EurAm,2,4,1,1,2,3,1,1,0,0,1
EurAm,3,4,2,0,2,2,0,0,1,2,1
EurAm,1,4,1,0,1,3,0,0,1,2,0
EurAm,3,5,2,0,1,3,0,0,1,2,1
EurAm,3,4,1,0,2,3,1,0,1,2,1
EurAm,3,5,3,0,2,2,0,0,1,2,0
EurAm,2,5,2,2,2,3,0,0,2,2,1
EurAm,3,4,2,0,2,0,0,1,1,0,1
EurAm,3,3,2,1,2,3,1,1,1,2,0
EurAm,2,4,1,1,1,3,1,0,3,1,1
EurAm,2,4,1,1,1,3,0,1,1,2,1
EurAm,1,4,1,0,2,1,0,0,2,2,1
EurAm,3,4,2,0,1,1,0,0,1,2,1
Aust,2,4,1,0,2,0,0,0,1,0,1
Aust,1,1,2,1,2,0,0,0,1,2,1
Aust,1,2,2,0,2,1,1,0,0,0,1
Aust,2,4,2,1,2,1,0,0,1,2,1
Aust,1,2,3,0,2,4,1,0,1,2,0
Aust,1,1,2,2,2,0,0,0,1,0,0
Aust,2,2,2,0,2,1,0,1,0,0,0
Aust,2,1,2,1,2,0,0,0,1,0,1
Aust,1,1,2,1,2,0,0,0,2,1,1
Aust,1,2,2,2,2,4,1,0,1,2,1
Aust,2,2,2,2,2,1,0,0,1,2,1
Aust,1,1,1,1,2,0,0,0,1,2,1
Aust,1,1,1,1,2,0,0,0,1,0,1
Aust,2,2,1,1,2,3,1,0,1,0,1
Aust,1,1,2,0,2,0,0,0,1,0,1
Aust,3,2,1,0,2,4,0,0,2,0,0
Aust,2,1,2,0,3,0,0,0,1,0,1
Aust,2,1,2,0,3,0,1,0,1,2,1
Aust,1,2,2,0,2,1,1,0,1,0,0
Aust,1,4,2,0,2,1,0,0,0,2,1
Aust,1,1,1,1,1,1,0,1,1,0,0
Aust,3,3,2,1,2,1,0,0,1,0,1
Aust,2,3,2,0,2,0,0,0,1,0,0
Aust,2,4,2,2,2,4,0,0,1,2,0
Aust,1,2,2,0,2,4,1,0,1,0,0
Aust,3,5,1,0,1,4,0,0,0,2,0
Aust,2,2,2,1,2,1,1,0,1,1,1
Aust,1,1,2,2,2,0,0,0,0,2,0
Aust,1,1,3,2,3,0,0,0,1,2,1
Aust,1,1,3,2,3,0,0,0,1,2,1
Aust,1,2,2,1,3,1,0,0,1,0,1
Aust,2,2,3,0,3,0,0,1,2,0,1
Aust,1,2,2,2,2,4,0,0,0,0,0
Aust,1,2,1,1,2,1,0,0,1,2,1
Aust,1,3,1,0,1,1,1,0,1,0,1
Aust,2,3,2,1,3,1,1,0,2,2,1
Chinese,2,2,2,1,2,3,1,1,2,0,2
Chinese,2,2,2,3,2,0,0,0,3,2,2
Chinese,2,2,1,2,2,2,0,0,2,2,1
Chinese,2,2,3,2,3,0,0,0,3,2,2
Chinese,2,2,1,1,2,2,1,0,3,2,1
Chinese,2,2,1,2,2,2,0,0,2,1,1
Chinese,2,2,1,2,2,1,0,0,3,2,0
Chinese,2,2,2,1,2,1,1,0,1,2,2
Chinese,2,2,1,1,2,0,0,1,1,2,0
Chinese,2,1,2,1,2,0,0,0,1,2,1
Chinese,2,1,1,3,2,1,0,0,1,2,2
Chinese,2,2,1,1,2,2,0,0,2,0,2
Chinese,2,2,1,1,2,1,0,0,1,2,0
Chinese,2,1,2,3,2,1,0,0,2,2,2
Chinese,2,1,2,2,2,1,0,0,1,1,2
Chinese,2,1,1,1,2,0,0,0,2,2,1
Chinese,2,3,2,3,2,2,0,1,2,2,2
Chinese,2,2,2,2,2,2,0,0,3,2,2
Chinese,2,1,2,3,1,1,0,0,1,2,1
Chinese,2,2,2,2,2,1,0,0,2,2,1
Chinese,2,2,2,3,2,3,0,0,3,2,2
Chinese,2,1,1,3,2,2,0,0,3,0,2
Chinese,2,3,1,1,2,1,0,0,2,1,1
Chinese,2,1,1,2,2,4,1,0,2,2,1
Chinese,2,1,1,1,2,3,0,0,2,2,2
Chinese,2,2,2,3,3,0,1,0,1,2,2
Chinese,2,1,2,2,2,2,1,0,2,2,1
Chinese,2,2,1,3,2,1,0,0,1,2,2
Chinese,2,2,2,2,2,1,0,1,2,2,2
Chinese,2,1,2,2,2,0,0,0,1,2,2
Chinese,2,2,1,1,2,1,0,0,2,2,2
Chinese,2,2,2,1,2,2,0,0,3,2,2
Chinese,2,1,1,3,2,1,1,0,2,2,2
Chinese,2,2,1,1,2,2,0,0,2,2,1
Chinese,2,1,2,1,2,2,0,0,1,0,0
Chinese,2,3,1,3,2,2,0,0,3,2,2
Chinese,2,2,2,1,2,2,0,0,1,0,1
Chinese,2,2,1,1,2,2,0,0,3,2,2
Chinese,2,1,2,1,2,0,0,0,2,2,1
Chinese,2,2,2,2,3,0,1,0,3,2,2
Chinese,2,2,2,2,2,2,0,1,2,0,2
Chinese,2,2,2,1,2,2,0,0,2,2,2
Chinese,2,2,2,2,2,0,0,0,2,2,2
Chinese,2,2,2,1,2,1,0,0,2,2,2
Chinese,2,2,1,2,2,1,0,0,2,2,1
Chinese,2,2,1,2,2,3,0,0,3,2,2
Chinese,2,2,2,1,2,0,0,0,3,2,1
Chinese,2,2,2,2,2,1,0,0,3,2,2
Chinese,2,2,1,1,2,2,0,0,1,0,2
Chinese,2,2,2,2,2,3,1,0,1,2,1
Chinese,2,2,1,1,2,3,0,0,2,1,2
Chinese,2,2,2,3,2,2,0,0,3,2,1
Chinese,2,1,2,1,3,2,1,0,1,2,0
Chinese,2,1,1,2,2,0,0,0,1,2,2
Chinese,2,1,1,2,2,3,1,0,2,2,2
Chinese,2,2,2,2,2,0,0,1,2,1,1
Chinese,2,2,3,1,2,2,0,0,0,0,2
EastAfrica,2,3,2,1,2,0,0,0,1,2,0
EastAfrica,1,5,2,3,3,4,0,1,1,2,1
EastAfrica,1,3,3,1,3,0,0,1,3,2,0
EastAfrica,2,3,3,2,2,0,0,0,1,2,0
EastAfrica,1,2,3,2,3,0,0,1,1,0,1
EastAfrica,1,3,3,1,3,0,0,1,1,2,0
EastAfrica,1,3,2,1,2,1,0,0,1,2,0
EastAfrica,1,4,1,1,2,1,1,0,3,1,0
EastAfrica,1,1,2,3,3,0,0,0,1,2,1
EastAfrica,1,2,3,2,2,0,0,1,2,0,2
EastAfrica,2,3,3,2,3,0,0,0,1,1,0
EastAfrica,1,1,3,2,3,0,0,1,1,2,1
EastAfrica,1,2,2,3,2,1,0,1,3,2,2
EastAfrica,1,1,3,3,3,0,0,1,3,1,1
EastAfrica,1,1,2,2,2,4,0,1,2,1,1
EastAfrica,1,3,2,2,2,4,1,1,1,2,1
EastAfrica,1,3,3,2,2,3,1,1,2,2,2
EastAfrica,1,2,2,1,3,2,1,1,1,0,1
EastAfrica,1,2,2,0,2,1,1,1,1,2,0
EastAfrica,1,3,2,1,3,4,0,0,1,1,1
EastAfrica,2,4,1,0,1,1,1,0,1,2,0
EastAfrica,1,3,2,0,3,3,1,1,1,2,1
EastAfrica,1,4,2,3,2,1,1,1,1,1,0
EastAfrica,1,3,2,1,2,1,0,0,2,2,1
EastAfrica,2,3,2,1,3,1,1,1,1,2,0
EastAfrica,2,4,2,0,3,0,1,1,1,2,1
EastAfrica,1,2,2,2,2,0,1,0,2,2,2
EastAfrica,1,2,3,2,3,0,1,0,1,0,2
EastAfrica,1,2,3,2,2,3,1,1,3,0,1
EastAfrica,1,2,3,1,1,0,0,0,1,2,0
EastAfrica,1,3,3,3,3,0,0,1,1,0,1
EastAfrica,1,2,1,1,2,4,0,0,3,2,1
EastAfrica,1,2,3,1,3,4,0,1,2,2,1
EastAfrica,2,3,3,3,2,0,0,0,2,2,1
EastAfrica,1,1,3,3,3,0,0,0,1,0,0
EastAfrica,1,1,2,1,2,0,0,0,2,2,1
EastAfrica,1,1,2,2,2,0,0,0,2,0,0
EastAfrica,1,1,3,2,2,4,0,1,1,2,0
EastAfrica,1,2,3,2,3,0,1,0,1,2,0
Japanese,2,2,2,2,3,0,0,0,2,2,1
Japanese,2,2,1,1,2,2,1,0,1,2,2
Japanese,2,2,2,3,2,0,0,0,2,0,1
Japanese,2,1,1,2,2,1,0,1,2,1,2
Japanese,2,1,1,1,2,0,1,1,2,2,0
Japanese,2,2,2,3,2,0,1,0,2,2,1
Japanese,2,4,3,2,3,3,1,0,1,2,1
Japanese,2,1,2,3,2,2,1,0,3,2,2
Japanese,2,2,1,1,2,2,1,0,3,2,1
Japanese,2,4,2,1,2,2,0,0,2,2,2
Japanese,2,2,2,3,2,2,0,0,1,2,2
Japanese,2,2,1,1,2,1,0,0,2,2,1
Japanese,2,1,2,1,2,2,1,0,2,0,1
Japanese,2,2,2,2,2,2,0,0,3,0,2
Japanese,2,1,2,3,2,3,1,0,1,2,1
Mexico,1,2,1,1,2,3,1,1,3,2,0
Mexico,3,3,2,2,2,1,1,0,3,1,2
Mexico,3,4,1,1,1,3,1,0,3,1,0
Mexico,2,4,1,1,1,3,0,0,3,2,1
Mexico,2,3,2,1,2,1,1,0,2,2,0
Mexico,1,2,2,2,2,3,1,0,3,2,1
Mexico,2,4,1,1,1,3,1,0,2,2,2
Mexico,1,3,2,1,2,1,0,0,1,2,0
Mexico,1,3,1,2,2,1,1,1,1,1,0
Mexico,1,3,1,1,3,3,1,0,1,2,1
Mexico,1,3,2,2,2,1,1,0,2,2,0
Mexico,2,3,2,2,3,4,1,0,2,2,1
Mexico,2,3,1,1,1,1,0,0,1,2,1
Mexico,1,3,2,2,2,1,0,0,3,2,0
Mexico,2,5,2,3,3,1,1,1,1,2,0
Mexico,2,3,1,2,2,4,0,0,1,2,2
Mexico,1,3,3,1,3,0,0,0,1,2,0
Mexico,2,3,2,2,2,0,1,0,3,2,2
Mexico,1,3,1,2,1,0,1,1,1,2,1
Mexico,2,1,1,3,2,2,0,1,2,1,0
Mexico,3,4,1,0,2,3,0,0,2,1,1
Mexico,1,5,2,2,1,3,0,0,1,2,0
Mexico,2,3,2,1,2,3,1,0,1,1,0
Mexico,2,4,2,1,2,4,1,1,2,2,0
Amerindian,2,2,1,1,2,3,1,0,3,1,2
Amerindian,2,3,2,3,3,0,1,0,1,0,1
Amerindian,2,3,2,2,1,4,0,0,3,2,1
Amerindian,2,2,2,3,2,3,1,0,1,2,1
Amerindian,2,3,3,1,3,4,1,0,1,2,1
Amerindian,2,1,3,1,3,2,1,0,1,0,1
Amerindian,2,2,1,3,2,3,1,0,2,2,0
Amerindian,2,1,2,2,2,2,0,0,2,2,2
Amerindian,2,3,3,3,2,3,1,0,2,0,2
Amerindian,2,1,2,2,2,3,1,0,2,2,2
Amerindian,2,2,1,3,2,3,0,0,1,0,1
Amerindian,2,1,2,1,2,1,1,1,1,2,2
Amerindian,2,3,1,2,2,3,1,0,2,2,2
Amerindian,2,1,3,3,3,1,1,0,3,2,1
Amerindian,2,2,1,3,1,3,1,0,2,2,2
Amerindian,2,3,1,1,2,0,0,0,2,2,1
Amerindian,1,2,1,3,2,3,1,0,2,2,1
Amerindian,2,3,2,3,3,3,1,0,3,2,0
Amerindian,2,2,1,1,1,3,1,0,1,2,1
Amerindian,1,2,2,1,3,1,0,0,2,0,2
Amerindian,1,2,2,1,3,3,0,0,2,0,2
Amerindian,2,2,2,2,1,3,0,0,2,2,2
Amerindian,2,2,1,3,2,2,1,0,1,2,1
Amerindian,2,2,1,2,2,3,1,0,1,2,1
Amerindian,2,2,2,3,3,3,1,0,2,1,2
Amerindian,2,3,1,3,1,4,1,0,1,2,2
Amerindian,2,2,2,2,3,3,1,0,1,1,2
Amerindian,2,2,1,1,2,3,0,0,3,2,2
Amerindian,1,3,1,2,3,2,0,0,2,2,2
Amerindian,2,2,1,3,2,3,1,0,2,1,1
Amerindian,1,2,1,1,2,3,1,0,2,2,2
Amerindian,2,2,1,2,2,1,0,0,3,2,2
Amerindian,2,2,1,1,2,3,0,0,1,1,1
Amerindian,2,2,1,2,2,3,1,0,2,2,2
Amerindian,2,1,1,1,2,3,1,0,2,2,2
Amerindian,2,3,1,3,2,3,0,0,2,2,2
Amerindian,2,3,1,2,2,4,1,0,3,2,2
Amerindian,2,3,1,3,3,3,1,0,2,2,2
Amerindian,1,4,2,1,1,1,1,1,1,2,2
Amerindian,2,4,2,1,1,4,1,0,2,0,0
Amerindian,2,5,2,2,2,1,1,0,2,0,1
Amerindian,1,3,2,1,2,1,1,0,1,2,0
Amerindian,3,4,3,2,2,1,1,0,3,2,0
Amerindian,2,3,2,2,2,1,1,0,2,0,1
Amerindian,3,3,2,3,2,1,0,0,2,0,0
Amerindian,3,3,2,0,2,1,1,0,2,2,0
Amerindian,2,4,2,1,2,1,1,1,2,2,0
Amerindian,3,3,3,1,2,1,1,0,1,2,0
Amerindian,2,3,2,2,2,1,1,0,1,2,0
Amerindian,3,4,2,2,2,1,1,0,1,2,0
Amerindian,2,4,3,1,2,1,0,0,1,2,0
Amerindian,3,3,3,2,1,1,1,0,2,2,1
Amerindian,1,3,2,2,2,1,1,0,3,2,0
Amerindian,3,3,2,2,1,1,1,0,3,2,2
Amerindian,2,4,2,0,1,3,1,0,1,2,1
Amerindian,3,3,2,1,2,1,1,0,2,2,1
Amerindian,1,3,3,1,2,3,1,0,2,2,0
Amerindian,3,4,1,1,3,1,1,0,2,2,0
Amerindian,2,3,2,1,2,1,1,0,2,2,1
Amerindian,2,3,1,1,2,1,1,0,2,2,0
Amerindian,1,3,1,1,2,1,1,0,2,2,1
Amerindian,2,3,2,1,2,1,1,0,2,2,0
Amerindian,2,4,2,0,2,1,0,0,0,2,1
Amerindian,1,3,2,1,2,1,1,0,2,2,0
Amerindian,2,3,2,1,2,1,1,0,3,2,1
Amerindian,1,4,3,1,2,1,0,1,1,2,0
Amerindian,1,2,2,1,2,1,1,0,2,2,0
Amerindian,2,3,2,2,1,1,0,0,3,2,1
Amerindian,1,2,2,1,2,1,1,1,3,2,0
Amerindian,3,3,2,1,2,1,1,0,2,0,0
Amerindian,2,4,2,1,1,1,0,0,1,0,0
Amerindian,2,4,2,1,2,1,1,0,3,2,1
Amerindian,1,5,2,1,2,4,1,0,3,2,1
Amerindian,2,3,2,2,1,1,1,0,1,0,0
Amerindian,2,3,1,1,2,1,1,0,2,2,0
Amerindian,2,4,2,1,2,1,1,0,3,2,0
Amerindian,1,4,2,1,2,1,1,0,1,0,0
Amerindian,3,3,2,0,1,1,1,0,3,2,0
Amerindian,1,2,2,1,2,1,1,1,3,0,0
Amerindian,2,3,3,2,2,0,1,0,3,2,1
Amerindian,2,3,2,2,2,0,1,0,1,2,1
Amerindian,3,4,2,1,2,1,1,0,2,2,1
Amerindian,2,3,2,1,3,1,1,0,3,2,2
Amerindian,2,1,3,1,2,1,1,0,2,2,1
Amerindian,3,4,2,0,2,1,1,0,2,0,1
Amerindian,2,4,2,1,2,1,0,0,2,2,0
Amerindian,2,4,2,0,2,4,1,0,1,0,1
Amerindian,2,3,2,1,2,1,1,1,2,0,0
Amerindian,3,4,3,2,2,1,1,0,3,2,0
Amerindian,3,3,2,1,2,1,1,0,1,2,0
Amerindian,2,3,2,1,2,1,0,0,1,2,1
Amerindian,1,3,2,0,1,1,0,0,1,2,1
Amerindian,3,3,2,2,2,1,1,0,3,2,1
Amerindian,3,2,2,1,2,1,1,0,1,2,0
Amerindian,2,3,2,0,2,1,1,0,3,2,1
Amerindian,2,4,2,1,2,1,1,0,2,2,0
Amerindian,3,2,2,1,2,4,1,0,2,2,0
Amerindian,3,4,2,2,2,1,1,0,3,2,2
Amerindian,3,4,2,1,2,1,1,0,1,0,1
Amerindian,2,3,2,1,1,1,1,0,1,1,1
Amerindian,3,3,3,1,2,0,1,0,1,2,0
Amerindian,3,3,2,1,2,1,1,0,3,2,1
Amerindian,1,2,2,1,2,3,1,0,2,0,0
Amerindian,2,3,2,1,2,1,0,0,2,2,1
Amerindian,3,3,2,1,2,1,1,0,1,2,0
Amerindian,2,4,2,1,2,4,0,0,0,0,0
Amerindian,2,2,2,1,2,1,1,0,2,2,0
Amerindian,3,4,3,1,1,1,1,0,2,2,0
Amerindian,2,4,2,0,2,1,1,0,1,0,0
Amerindian,2,3,2,0,2,1,1,0,1,2,2
Amerindian,3,4,2,1,1,1,1,0,2,2,0
Amerindian,2,2,2,1,2,1,1,0,3,2,2
Amerindian,1,2,2,2,2,1,1,0,3,2,0
Amerindian,3,3,2,0,2,3,1,0,3,2,0
Amerindian,2,4,2,0,2,1,1,0,1,2,0
Amerindian,2,4,2,1,2,0,1,0,2,0,0
Amerindian,2,3,1,1,2,1,1,0,1,0,0
Amerindian,1,4,2,0,2,1,1,0,1,2,0
Amerindian,2,3,2,2,2,0,1,0,2,2,0
Amerindian,2,3,2,1,2,1,1,0,2,0,0
Amerindian,2,3,2,1,2,1,0,0,3,0,0
Amerindian,3,3,2,2,2,0,0,0,2,0,2
Amerindian,2,3,2,3,2,1,1,0,3,2,0
Amerindian,2,3,1,1,1,1,1,0,1,0,0
Amerindian,3,3,1,1,1,3,1,1,1,0,2
Amerindian,2,3,2,2,2,1,1,1,2,0,0
Amerindian,1,3,2,2,1,1,1,0,3,0,0
Amerindian,1,3,2,1,2,1,1,0,1,2,0
Amerindian,3,3,2,1,2,1,1,1,3,2,1
Amerindian,2,2,2,2,2,1,1,0,2,2,1
Amerindian,1,3,2,0,2,1,1,0,1,2,0
Amerindian,3,3,2,1,2,1,1,0,2,2,0
Amerindian,2,4,2,1,2,4,1,0,1,0,0
Amerindian,1,4,2,1,2,3,1,1,2,0,0
Amerindian,2,4,2,1,2,1,0,0,0,2,1
Amerindian,2,3,2,0,1,1,0,0,1,2,0
Amerindian,1,3,2,2,2,1,1,1,1,2,1
Amerindian,3,4,2,2,2,1,0,0,1,2,0
Amerindian,1,4,2,0,2,3,1,0,2,2,0
Amerindian,1,3,1,0,2,0,1,0,3,2,0
Amerindian,2,2,2,1,2,1,1,0,2,2,1
Amerindian,1,4,3,1,2,3,1,0,2,2,1
Amerindian,2,5,2,0,2,1,0,0,1,0,0
Amerindian,3,3,2,1,2,0,1,0,2,2,1
Amerindian,2,1,3,1,2,1,1,0,2,2,2
Amerindian,3,3,2,1,2,0,1,0,3,0,0
Amerindian,3,2,2,2,2,0,1,0,2,2,1
Amerindian,1,1,2,1,2,0,1,0,3,0,1
Amerindian,1,1,2,2,2,1,1,0,2,2,1
Amerindian,3,4,2,2,2,1,0,0,2,0,0
Amerindian,1,3,2,1,2,0,0,0,1,0,1
Amerindian,1,1,2,1,2,1,1,0,2,2,1
Amerindian,3,5,3,1,2,4,1,0,1,2,0
Amerindian,2,4,2,2,2,1,1,0,2,0,0
Amerindian,2,3,1,0,2,1,1,0,1,2,0
Amerindian,1,3,2,2,2,1,1,0,2,0,0
Amerindian,1,3,2,1,2,0,1,0,3,2,1
Amerindian,1,1,2,2,1,1,1,0,0,2,0
Amerindian,2,4,2,1,3,1,1,0,3,2,0
Amerindian,3,4,2,0,2,2,1,0,1,2,0
Amerindian,1,3,2,0,2,1,1,0,2,0,0
Amerindian,2,4,2,1,2,3,1,0,1,0,0
Amerindian,3,4,2,1,2,1,1,0,2,2,1
Amerindian,1,3,2,1,1,0,0,0,0,0,1
Amerindian,2,4,2,0,2,1,1,0,2,0,0
Amerindian,2,3,2,1,2,1,1,0,1,2,0
Amerindian,1,2,2,0,2,3,1,0,3,2,1
Amerindian,3,4,2,1,1,1,1,1,3,0,0
Amerindian,2,3,2,1,2,1,1,0,3,2,1
Amerindian,1,2,1,1,2,3,1,0,3,2,1
Amerindian,2,4,2,1,2,1,0,0,2,2,1
Amerindian,1,3,1,0,2,1,1,0,1,0,1
Amerindian,3,3,2,2,2,1,1,0,2,2,1
Amerindian,1,4,2,1,2,0,1,0,1,2,0
Amerindian,1,1,2,0,2,0,1,0,1,0,1
Amerindian,3,2,2,1,2,3,0,0,1,0,0
Amerindian,2,3,2,1,2,1,1,0,0,0,1
Amerindian,3,5,2,2,2,1,1,0,1,2,1
Amerindian,2,3,1,1,2,4,1,0,2,0,2
Amerindian,3,3,3,1,2,1,1,0,3,2,0
Amerindian,1,5,3,2,2,1,1,0,3,2,1
Amerindian,3,4,2,1,2,2,1,0,2,0,1
Amerindian,3,2,2,3,3,1,1,0,3,2,1
Amerindian,1,2,2,1,2,4,1,0,1,1,1
Amerindian,2,4,2,1,2,1,0,0,2,2,1
Amerindian,3,4,2,0,2,3,1,0,3,0,0
Amerindian,1,5,2,1,2,3,1,0,2,2,0
Amerindian,2,3,2,1,2,2,1,0,2,2,0
Amerindian,2,3,2,2,2,4,1,0,2,2,0
Amerindian,2,3,1,2,1,3,1,0,1,0,0
Amerindian,2,2,2,2,2,3,1,0,3,2,1
Amerindian,2,2,2,2,2,1,1,0,3,2,1
Amerindian,2,3,2,1,2,4,0,0,1,2,1
Amerindian,2,3,2,2,2,1,1,0,1,2,0
Amerindian,2,1,2,1,2,1,1,0,3,2,0
Amerindian,3,4,2,1,2,1,1,0,2,2,0
Amerindian,3,3,3,2,3,1,1,0,2,2,0
Amerindian,3,4,2,1,2,1,1,0,3,2,2
Amerindian,2,3,2,2,2,1,1,1,3,2,0
Amerindian,3,3,2,0,2,0,1,0,2,0,0
Amerindian,2,5,2,1,1,1,1,0,3,2,1
Amerindian,2,1,2,2,2,1,1,0,2,2,0
Amerindian,3,4,2,2,2,1,1,0,1,2,1
Amerindian,2,4,2,2,2,1,1,0,2,2,0
Amerindian,3,3,2,1,2,0,1,0,3,0,0
Amerindian,2,4,2,1,2,1,1,0,2,2,0
Amerindian,2,3,2,3,2,1,1,0,2,2,1
Amerindian,3,4,3,2,2,1,1,0,3,2,1
Amerindian,2,2,2,1,2,0,1,0,3,2,1
Amerindian,3,4,2,1,2,1,1,0,1,2,0
Amerindian,2,2,2,0,2,1,1,0,1,0,0
Amerindian,2,4,2,0,2,1,1,0,1,2,1
Amerindian,2,3,2,1,2,1,1,0,3,2,0
Amerindian,2,3,2,0,2,2,1,0,1,0,0
Amerindian,2,3,2,1,2,0,1,0,2,0,0
Amerindian,3,3,2,1,2,1,1,0,3,2,0
Amerindian,2,3,2,0,2,1,1,0,2,2,1
Amerindian,2,4,2,0,3,4,1,0,3,2,1
Amerindian,1,2,2,2,2,3,1,0,1,0,0
Amerindian,2,3,2,1,2,3,1,0,2,0,0
Amerindian,3,3,1,2,2,1,1,0,3,0,0
Amerindian,3,2,2,2,2,1,1,0,2,2,1
Amerindian,2,4,2,2,2,1,1,0,1,2,0
Amerindian,2,4,2,0,2,1,1,0,3,2,1
Amerindian,2,3,2,2,2,1,1,0,2,0,0
